County,Voters,M_18_24,M_25_34,M_35_44,M_45_64,M_67,F_18_24,F_25_34,F_35_44,F_45_64,F_67
CL,1577,35,64,67,167,101,25,41,70,163,93
CL,1219,27,36,46,160,66,14,26,32,131,69
CL,550,6,13,19,62,34,14,14,20,59,34
CL,1339,48,50,78,154,70,39,54,67,138,65
CL,628,8,20,24,80,54,6,25,21,73,51
CL,752,13,38,34,100,45,11,32,25,77,74
CL,689,12,32,28,87,49,17,28,31,70,51
CL,1045,38,43,42,141,90,27,35,47,125,109
CL,834,23,46,43,107,87,20,33,41,94,106
CL,800,27,36,44,112,70,21,32,42,113,91
CL,862,28,39,50,124,72,20,40,32,117,106
CL,903,19,61,46,121,57,23,53,51,106,84
CL,744,16,49,49,96,53,16,34,43,98,74
CL,1255,49,87,61,154,70,62,82,59,144,92
CL,1244,40,77,93,146,62,34,82,69,155,81
CL,1050,27,37,52,143,87,20,35,40,130,101
CL,1712,41,74,86,199,100,40,64,79,172,108
CL,556,7,24,19,72,41,13,11,24,56,67
CL,721,10,23,41,104,42,19,24,28,88,71
CL,717,34,36,39,104,41,19,32,32,84,53
CL,1080,38,40,69,123,93,32,51,53,113,123
CL,1339,59,79,75,173,85,56,66,74,167,108
CL,276,9,21,20,44,21,10,15,17,43,27
CL,267,12,13,19,43,21,6,19,18,38,27
CL,435,18,28,24,69,17,10,17,23,64,25
CL,1055,46,59,63,118,43,48,64,64,114,69
CL,604,22,22,36,104,35,22,38,37,92,49
CL,1180,39,59,56,177,100,33,47,61,135,141
CL,758,28,30,33,106,65,14,29,29,79,78
CL,306,23,4,14,50,27,7,4,14,27,41
CL,1120,27,35,54,110,60,33,33,47,111,73
CL,1273,31,46,69,137,57,30,60,66,125,63
CL,1357,38,66,62,155,59,32,65,71,138,77
CL,1100,33,50,58,113,42,25,53,68,93,44
CL,1084,18,55,47,125,47,32,38,49,114,60
CL,731,18,28,28,87,38,15,23,35,62,37
CL,1035,19,37,60,127,69,33,42,52,115,102
CL,1018,26,65,54,115,41,29,48,51,102,56
CL,171,4,8,12,21,15,3,6,9,17,32
CL,860,35,44,62,114,58,30,42,45,104,95
CL,437,14,21,20,66,45,15,19,23,57,59
CL,577,19,21,47,87,43,6,38,41,80,56
CL,935,44,73,61,140,35,44,58,67,138,46
CL,993,47,61,75,116,39,49,56,73,115,57
CL,528,16,26,42,81,36,13,24,35,93,41
CL,746,18,38,55,109,42,14,37,42,93,54
CL,1260,40,70,95,160,55,46,65,83,146,80
CL,1179,29,50,72,133,62,26,55,78,139,73
CL,1198,44,51,76,157,52,30,67,80,138,81
CL,1419,56,78,105,175,62,70,99,111,172,87
CL,1289,50,106,86,177,54,48,82,103,165,73
CL,1769,44,76,83,225,156,35,56,79,192,174
CL,1024,26,41,47,130,78,31,40,51,121,102
CL,693,15,34,44,100,53,17,24,26,70,81
CL,487,9,27,31,57,38,15,29,23,62,46
CL,434,19,34,34,89,48,24,24,35,73,69
CL,300,14,14,23,57,40,13,17,19,48,50
CL,145,6,7,9,28,28,7,3,10,23,36
CL,749,20,40,40,85,35,14,32,37,85,35
CL,515,22,18,24,44,26,13,10,18,42,23
CL,613,17,32,37,66,34,21,20,26,54,36
CL,497,20,31,44,68,36,19,22,34,56,33
CL,1754,61,101,126,217,123,59,89,105,192,157
CL,439,17,12,32,53,25,16,15,24,33,56
CL,639,13,24,37,63,40,18,20,31,64,64
CL,1575,39,40,67,169,87,30,50,62,137,127
CL,1136,22,41,54,127,73,26,36,54,109,99
CL,753,23,22,38,81,47,12,20,35,72,75
CL,1384,62,86,68,201,96,47,74,58,173,136
CL,636,20,29,39,86,47,14,21,32,72,71
CL,1243,36,59,71,159,96,31,52,57,128,130
CL,428,13,22,21,65,30,16,14,28,60,41
CL,499,10,35,31,73,29,10,22,24,63,56
CL,477,13,28,25,78,33,17,24,28,69,47
CL,939,29,50,55,149,71,40,36,57,131,103
CL,495,16,18,20,69,36,17,19,11,53,34
CL,1399,46,64,80,166,65,53,52,73,151,85
CL,1433,35,65,77,179,94,34,62,58,162,99
CL,656,25,21,25,78,39,13,25,27,78,63
CL,770,32,41,41,98,53,23,28,44,65,70
CL,1139,34,50,63,156,71,17,39,64,116,117
CL,1791,44,73,89,209,107,44,62,77,178,110
CL,407,8,17,23,51,42,4,12,13,34,43
CL,1578,31,58,68,158,83,27,46,68,147,90
CL,1650,40,52,76,148,92,30,54,67,158,94
CL,1616,42,73,86,143,65,44,86,81,168,75
CL,1596,35,56,63,170,76,34,45,69,149,85
CL,1695,54,64,83,143,27,52,99,101,125,37
CL,1314,51,57,63,130,79,51,50,61,125,103
CL,496,0,11,32,63,51,1,24,14,48,80
CL,1019,59,74,69,163,75,43,76,85,146,98
CL,201,14,12,18,32,30,14,9,15,29,43
CL,1824,61,103,118,240,62,47,87,109,224,94
CL,1779,56,71,80,196,107,44,83,69,177,145
CL,607,19,27,39,82,32,15,31,39,66,38
CL,1042,24,47,43,120,73,21,34,43,121,81
CL,798,17,39,57,93,27,18,46,48,93,45
CL,469,12,21,22,52,13,5,17,23,49,13
CL,317,11,17,20,31,22,8,17,23,44,20
CL,967,30,43,39,147,86,19,45,50,125,132
CL,904,22,37,40,137,98,21,24,47,102,143
CL,938,17,37,45,119,82,16,34,31,125,133
CL,457,15,16,21,74,43,17,12,24,64,61
CL,1896,58,106,90,184,48,69,100,87,153,60
CL,1249,31,63,71,144,66,41,58,59,130,80
CL,1847,42,82,81,209,100,49,82,83,196,128
CL,1159,66,95,85,134,57,60,89,90,127,55
CL,484,30,38,34,82,21,24,34,35,63,37
CL,332,19,27,28,44,18,15,20,29,35,39
CL,214,6,20,12,31,11,9,11,10,22,14
CL,1260,53,73,77,160,90,45,65,68,127,137
CL,755,37,65,62,121,64,29,44,60,100,101
CL,801,26,23,47,102,66,16,26,34,78,69
CL,688,17,46,42,99,34,22,22,32,74,44
CL,1236,41,65,72,147,64,28,55,53,140,61
CL,877,42,57,55,104,33,36,55,51,97,28
CL,1749,52,65,95,196,93,46,74,107,202,144
CL,824,20,25,47,97,63,25,35,49,89,95
CL,1543,34,61,55,161,72,39,51,66,150,107
CL,1126,34,30,53,111,58,20,39,51,124,63
CL,1072,32,52,60,133,75,24,35,62,100,95
CL,809,41,23,46,109,54,13,33,45,94,68
CL,1232,43,69,88,146,53,38,65,81,124,55
CL,713,22,30,54,89,44,13,34,33,77,28
CL,1265,27,56,71,158,75,38,45,61,144,99
CL,1436,38,46,70,135,59,29,40,58,134,97
CL,1237,29,53,64,164,95,26,38,60,136,118
CL,649,25,28,39,105,104,14,19,33,79,151
CL,323,16,16,7,58,40,11,5,12,35,72
CL,96,3,4,7,17,11,4,6,5,20,15
CL,1082,32,44,65,154,97,29,45,56,144,129
CL,1218,38,56,70,183,70,44,54,68,140,118
CL,1338,46,71,58,174,101,36,53,66,142,117
CL,537,20,20,39,76,47,17,11,38,61,56
CL,939,33,38,56,126,52,29,52,55,90,75
CL,1718,65,104,120,251,98,48,127,123,200,141
CL,282,8,19,11,37,17,7,16,12,37,20
CL,268,7,13,12,30,11,5,5,7,26,18
CL,903,16,28,39,93,79,15,32,45,70,119
CL,478,11,17,33,56,40,11,24,28,47,51
CL,1093,38,43,50,131,103,36,41,50,136,127
CL,530,17,19,11,73,60,10,13,21,51,97
CJ,690,0,4,3,11,4,0,7,4,4,0
CJ,1156,11,24,40,73,33,16,36,35,70,41
CJ,1541,17,41,41,92,38,29,43,54,105,67
CJ,1391,24,33,62,74,56,18,42,69,82,71
CJ,1043,17,21,46,70,53,14,29,40,74,60
CJ,1522,13,32,59,76,96,10,39,70,116,77
CJ,1231,12,27,43,76,39,14,36,58,82,53
CJ,1246,7,29,48,63,49,13,38,43,60,62
CJ,1557,19,49,52,113,53,18,41,68,97,97
CJ,1517,23,45,44,90,56,18,47,53,97,69
CJ,893,7,26,29,34,46,4,32,24,61,34
CJ,903,7,18,50,27,53,6,28,32,59,37
CJ,1602,21,57,96,99,28,22,67,99,98,30
CJ,1669,16,101,155,54,6,19,120,143,53,7
CJ,1456,16,39,60,59,49,17,38,67,62,73
CJ,1614,9,52,67,61,73,14,55,71,73,78
CJ,1468,15,35,63,80,54,22,36,57,84,85
CJ,1638,15,20,49,86,63,20,33,61,97,94
CJ,1545,7,39,56,71,53,13,43,56,86,49
CJ,1870,25,52,79,94,74,18,55,87,126,69
CJ,1374,14,29,55,63,41,14,48,55,79,82
CJ,1493,12,36,56,91,53,16,49,52,130,45
CJ,1598,18,56,56,115,42,20,62,70,133,38
CJ,1560,23,56,56,116,28,23,50,57,128,44
CJ,1515,18,43,71,96,49,13,47,78,116,37
CJ,1642,23,49,72,93,56,23,49,74,107,54
CJ,1596,15,41,79,85,67,11,37,73,118,60
CJ,870,12,19,27,41,28,14,25,32,51,28
CJ,1685,14,44,68,101,58,12,51,70,121,47
CJ,1768,26,63,92,119,42,29,71,107,120,26
CJ,1420,17,55,61,94,27,15,62,57,95,29
CJ,1290,14,40,40,74,37,14,40,36,117,38
CJ,1177,8,27,31,56,44,14,32,29,62,67
CJ,1583,12,30,60,80,76,14,41,54,97,53
CJ,902,7,25,42,45,38,9,22,31,56,46
CJ,1401,10,53,38,82,31,13,53,38,88,36
CJ,1392,16,62,57,90,34,10,52,60,117,31
CJ,1600,18,56,50,94,57,8,47,61,96,83
CJ,1749,25,59,79,90,86,15,80,66,109,102
CJ,1519,21,28,71,72,58,22,41,73,101,61
CJ,1251,20,42,60,70,54,16,39,65,91,64
CJ,1632,14,42,62,78,79,22,32,68,118,100
CJ,1276,10,33,47,73,33,20,42,63,91,58
CJ,1476,24,39,67,75,72,26,44,68,111,88
CJ,1360,9,36,56,68,64,15,37,60,81,83
CJ,1633,18,43,78,78,65,16,62,69,117,54
CJ,1637,10,43,75,82,82,8,51,84,109,81
CJ,1462,16,42,62,65,66,8,42,64,82,87
CJ,1530,14,52,62,110,68,22,54,66,120,63
CJ,1855,9,45,95,81,72,20,65,84,96,111
CJ,1561,19,53,63,105,39,20,56,59,139,36
CJ,1482,11,40,86,104,61,20,49,79,110,59
CJ,1591,16,48,98,85,62,12,59,79,117,62
CJ,1348,13,38,72,76,57,14,42,58,94,52
CJ,1253,12,36,59,77,38,11,36,55,90,44
CJ,1981,20,83,117,103,28,19,117,97,108,34
CJ,2008,16,206,123,46,13,24,224,111,67,19
CJ,1980,22,127,115,103,22,19,125,115,129,30
CJ,1914,20,93,121,100,26,27,108,123,90,28
CJ,1992,29,105,132,114,32,32,155,130,110,29
CJ,1783,14,58,62,91,56,14,61,58,111,54
CJ,1517,7,48,64,96,37,10,64,61,120,37
CJ,1390,20,44,56,94,29,15,47,59,127,22
CJ,1134,14,44,59,73,25,8,44,51,78,29
CJ,1300,38,37,44,107,30,21,42,42,119,36
CJ,1431,17,36,41,75,49,13,36,62,97,69
CJ,1399,15,39,71,76,55,17,45,63,91,58
CJ,1159,6,39,48,70,44,9,44,42,76,45
CJ,1428,25,23,65,87,52,25,31,56,100,67
CJ,1169,15,32,55,60,54,8,37,43,85,63
CJ,1691,22,57,81,102,40,21,72,74,113,61
CJ,1155,13,54,33,95,31,8,60,44,107,39
CJ,1412,11,62,42,80,34,11,57,45,106,32
CJ,1387,11,58,61,87,19,7,75,58,99,28
CJ,1553,16,37,62,85,63,14,40,55,91,97
CJ,1563,20,41,52,103,36,18,54,53,112,49
CJ,1550,7,32,50,94,58,15,39,48,116,71
CJ,1439,27,28,65,70,70,16,38,65,82,85
CJ,1514,17,37,63,95,30,20,41,53,123,38
CJ,1129,20,28,47,60,43,12,30,55,80,48
CJ,1371,17,41,51,67,43,11,40,52,72,66
CJ,940,17,23,37,53,23,14,23,38,52,39
CJ,1127,10,24,37,59,35,14,30,34,61,41
CJ,1550,14,48,40,97,21,19,65,52,116,39
CJ,1717,17,42,70,111,55,21,57,59,107,80
CJ,1443,17,32,54,89,55,9,34,52,80,73
CJ,1378,12,37,32,71,45,14,45,33,84,62
CJ,1555,19,39,51,110,61,22,43,65,112,100
CJ,1569,21,47,41,103,59,13,40,65,109,83
CJ,1179,15,26,40,82,47,18,39,49,93,74
CJ,1512,10,34,61,78,68,16,26,52,88,81
CJ,1401,12,48,38,106,30,12,52,37,115,28
CJ,1590,21,35,58,83,20,26,53,57,96,44
CJ,1193,16,38,45,65,42,16,45,53,72,51
CJ,935,6,31,35,45,27,11,28,38,54,46
CJ,1614,18,36,56,107,83,22,35,61,118,106
CJ,1604,19,80,94,83,27,17,102,100,97,24
CJ,1868,25,72,93,118,27,28,83,93,138,41
CJ,1370,20,88,82,104,18,24,90,88,95,23
CJ,1973,22,81,110,125,56,25,86,96,120,64
CJ,1612,19,52,53,113,50,27,54,67,128,75
CJ,1396,22,62,67,75,30,26,61,63,92,48
CJ,1509,13,33,48,80,27,18,40,53,110,60
CJ,985,13,28,34,84,43,10,21,38,88,45
CJ,1492,15,35,52,74,62,18,37,41,108,70
CJ,1498,16,40,50,95,55,16,48,52,102,82
CJ,1703,18,29,44,89,35,15,41,45,108,74
CJ,1544,23,38,53,85,48,29,43,57,97,81
CJ,1591,26,32,64,106,60,16,49,68,112,76
CJ,1318,17,33,38,80,41,12,29,44,75,57
CJ,1256,12,31,52,59,39,15,33,50,62,88
CJ,1437,14,41,41,77,41,7,47,50,101,59
CJ,1799,26,50,74,100,57,17,52,75,104,80
CJ,1692,13,40,67,114,45,23,65,63,110,77
CJ,1533,22,49,79,86,36,17,69,77,95,48
CJ,1770,18,192,92,45,20,26,209,73,58,30
CJ,1498,28,36,50,107,58,14,40,64,109,56
CJ,1845,14,55,102,95,72,27,53,88,145,91
CJ,1572,13,56,58,84,59,17,51,59,100,79
CJ,1882,14,72,55,111,29,11,103,64,126,23
CJ,1279,15,28,55,62,37,10,36,45,95,31
CJ,1256,9,38,47,81,29,12,42,47,95,39
CJ,1375,14,42,66,97,44,14,49,63,97,34
CJ,1523,8,64,50,92,33,22,73,58,104,38
CJ,1372,15,39,42,81,39,11,49,47,111,31
CJ,1405,20,44,69,76,44,6,56,66,107,31
CJ,1388,14,42,44,69,42,12,57,40,93,25
CJ,1348,15,52,25,64,29,28,48,34,79,23
CJ,1598,20,79,59,99,35,24,85,55,129,35
CJ,1418,7,50,46,69,62,17,43,68,92,50
CJ,1235,8,31,57,48,63,16,26,49,81,45
CJ,1524,15,53,61,112,59,15,65,50,131,57
CJ,1586,14,49,61,73,49,13,62,51,122,51
CJ,1588,14,60,59,97,38,24,50,51,105,46
CJ,909,6,30,32,54,20,10,33,41,58,22
CJ,1579,16,67,60,90,42,13,78,63,104,54
CJ,1791,18,40,59,114,60,16,52,45,115,70
CJ,1831,32,88,49,114,51,23,81,54,128,62
CJ,1509,15,30,41,72,42,15,49,45,87,69
CJ,1412,13,37,47,69,49,11,49,58,75,56
CJ,1291,10,27,45,72,46,15,41,43,82,51
CJ,1711,17,57,62,146,45,19,54,62,164,48
CJ,1250,18,50,45,83,29,12,63,47,99,23
CJ,1578,14,52,78,88,62,17,62,73,113,55
CJ,1419,17,47,77,87,36,17,43,65,95,28
CJ,1307,14,31,40,86,24,20,43,38,94,16
CJ,1539,23,38,56,95,31,23,56,58,109,41
CJ,1424,13,30,69,93,35,22,44,53,123,39
CJ,1654,18,86,78,104,44,27,103,78,119,36
CJ,1510,19,60,50,126,24,20,56,60,134,12
CJ,1608,16,59,63,135,32,20,57,60,153,25
CJ,1653,28,60,76,133,42,33,62,55,152,39
CJ,1463,10,59,58,111,32,24,75,62,100,28
CJ,1194,17,29,52,85,27,14,36,56,80,36
CJ,1272,21,60,49,71,21,19,51,40,96,16
CJ,1653,10,41,77,82,73,7,60,63,112,68
CJ,1635,10,51,72,97,52,17,53,79,109,41
CJ,1551,13,42,76,89,67,16,35,64,99,41
CJ,1599,17,41,49,96,46,24,40,49,97,48
CJ,1540,17,43,54,86,42,26,42,53,97,66
CJ,1320,17,40,43,72,36,9,48,39,80,43
CJ,1533,27,41,54,115,73,19,38,65,116,85
CJ,1761,17,50,74,122,52,16,52,77,129,53
CJ,1557,25,44,52,101,59,24,46,51,105,62
CJ,1637,18,59,69,104,36,28,68,59,108,39
CJ,1770,40,54,42,123,37,23,41,63,112,39
CJ,1680,15,36,78,110,46,22,50,73,108,46
CJ,1828,19,54,86,123,63,23,62,78,117,53
CJ,1528,25,34,72,103,80,20,43,68,117,59
CJ,997,10,19,27,68,29,17,28,23,82,45
CJ,1787,20,47,48,110,52,29,52,55,100,53
CJ,1683,29,44,54,112,44,31,45,46,104,38
CJ,1794,13,50,78,119,60,28,55,64,128,59
CJ,1759,16,121,78,72,28,24,142,80,71,28
CJ,1917,23,40,49,104,25,20,58,40,101,28
CJ,1877,24,115,82,110,25,26,116,82,101,23
CJ,1325,28,41,52,103,14,19,47,55,106,9
CJ,1754,25,58,63,117,34,16,49,55,106,30
CJ,1654,22,49,52,127,59,24,49,50,134,59
CJ,1665,17,32,67,108,53,26,46,76,101,47
CJ,1958,32,78,86,137,47,31,73,81,143,48
CJ,1816,30,46,73,125,53,24,54,78,122,59
CJ,1435,26,38,40,101,48,24,32,50,95,55
CJ,1191,20,29,37,81,34,18,29,33,78,41
CJ,1173,14,26,37,86,54,7,23,32,99,51
CJ,1301,24,29,39,96,56,34,35,44,95,46
CJ,859,11,21,21,70,56,14,22,18,69,40
CJ,1017,14,27,35,74,43,27,23,43,65,44
CJ,1025,9,22,24,89,40,13,26,30,83,44
CJ,1340,10,28,50,95,44,18,38,38,90,44
CJ,1078,13,27,23,79,37,15,22,37,66,52
CJ,1191,14,33,39,94,27,10,39,29,103,35
CJ,1191,9,32,40,94,61,9,36,39,112,52
CJ,1235,9,15,35,95,55,18,33,42,82,70
CJ,1197,14,19,35,103,63,17,29,37,107,52
CJ,1258,19,23,39,103,59,9,27,53,101,69
CJ,1339,15,29,46,96,31,22,34,47,102,40
CJ,1395,16,30,57,104,51,21,34,55,97,65
CJ,1093,13,27,34,104,40,16,26,41,90,30
CJ,1529,23,35,52,126,38,32,42,67,125,41
CJ,1394,19,38,47,104,58,22,39,55,108,39
CJ,1173,9,29,33,93,31,14,24,31,93,27
CJ,1290,17,34,41,79,29,17,43,44,79,35
CJ,1320,24,21,31,111,45,16,26,27,116,46
CJ,819,14,20,21,55,24,15,17,12,67,20
CJ,964,7,24,23,66,38,6,12,20,78,37
CJ,1573,27,33,52,141,67,26,31,54,113,62
CJ,1518,17,29,46,105,57,19,32,44,100,54
CJ,1501,24,38,45,96,65,17,38,39,111,48
CJ,1366,21,30,45,97,47,19,31,50,96,50
CJ,1423,23,28,40,113,54,14,27,36,98,47
CJ,742,16,20,21,74,42,8,21,27,71,37
CJ,1406,7,19,25,68,39,15,21,32,63,46
CJ,1509,19,29,43,99,37,13,28,40,107,16
CJ,1714,14,39,65,105,42,17,36,58,112,32
CJ,1501,15,25,46,84,31,13,23,37,102,44
CJ,1417,15,22,44,75,49,19,16,43,91,35
CJ,955,13,22,21,51,30,6,10,21,54,34
CJ,1231,8,24,29,78,30,18,20,27,77,29
CJ,1383,16,28,36,78,41,24,24,43,99,30
CJ,1249,16,21,29,93,40,19,24,39,77,39
CJ,1378,11,15,40,90,28,20,18,38,72,26
CJ,1407,16,24,40,79,30,19,26,35,80,37
CJ,1019,13,20,41,95,37,13,22,29,91,42
CJ,1082,21,20,48,87,45,14,34,30,70,46
CJ,1446,29,20,47,82,47,22,24,41,83,54
CJ,481,7,11,5,48,32,9,11,8,31,42
CJ,184,3,0,3,17,11,4,0,5,9,17
CJ,1519,30,30,49,132,57,22,34,61,107,57
CJ,1635,23,29,57,128,69,40,41,57,134,60
CJ,1463,27,46,46,140,45,25,19,56,112,69
CJ,1055,17,22,32,85,44,18,22,40,80,47
CJ,1800,24,52,78,119,68,31,61,78,131,67
CJ,845,19,28,15,73,38,13,14,26,76,49
CJ,1292,22,34,49,98,49,11,41,42,89,52
CJ,1206,19,32,33,108,50,27,36,37,97,59
CJ,1570,16,51,75,129,62,25,46,78,137,44
CJ,1425,20,37,51,96,46,18,48,66,103,37
CJ,1372,23,54,56,120,45,20,44,55,123,39
CJ,1430,20,30,54,92,51,16,39,47,110,48
CJ,1511,20,41,64,115,35,21,48,62,137,27
CJ,390,3,9,15,28,20,6,6,13,35,17
CJ,273,8,15,7,29,14,9,11,10,24,11
CJ,166,4,5,5,7,11,3,2,0,7,7
CJ,890,10,18,18,61,36,8,19,21,69,39
CJ,1173,10,34,36,84,56,15,24,40,98,59
CJ,1120,17,32,32,82,50,14,28,29,99,54
CJ,1380,15,32,32,107,45,16,35,32,106,39
CJ,972,16,33,46,79,22,24,46,40,72,29
CJ,1076,8,23,31,67,28,12,30,31,82,25
CJ,1546,18,27,52,114,49,20,32,54,109,56
CJ,1209,17,25,46,73,47,9,39,30,77,48
CJ,1138,19,20,33,83,41,14,26,34,85,44
CJ,1207,13,32,37,96,48,14,35,34,111,55
CJ,1159,17,27,28,101,54,10,27,36,84,60
CJ,1053,16,26,42,85,35,14,20,34,80,51
CJ,1218,21,35,31,108,54,18,35,31,117,49
CJ,1245,10,24,40,88,49,13,31,37,72,40
CJ,962,12,21,22,87,40,6,18,27,77,48
CJ,1051,11,24,21,74,44,21,25,34,83,35
CJ,988,8,22,28,73,41,11,23,34,67,30
CJ,1139,20,28,38,84,35,16,26,36,73,60
CJ,1130,16,24,38,83,32,14,24,43,90,39
CJ,1238,21,16,28,91,31,17,36,29,86,38
CJ,1209,7,21,42,86,39,16,28,40,86,58
CJ,1033,14,23,24,72,34,13,30,33,79,48
CJ,1314,14,17,40,74,49,4,21,47,95,52
CJ,1402,19,32,41,106,45,18,40,31,135,36
CJ,1455,18,24,42,103,35,12,22,28,87,40
CJ,1395,10,31,35,83,50,11,31,49,99,57
CJ,1262,22,31,48,105,35,17,24,44,99,39
CJ,1449,23,32,45,95,49,16,30,42,104,39
CJ,1071,5,18,31,58,29,10,12,23,59,53
CJ,1379,22,18,53,76,37,22,35,51,75,37
CJ,1388,21,41,46,85,42,18,30,46,102,46
CJ,1383,18,33,47,85,33,20,38,51,76,49
CJ,1313,8,26,41,69,41,23,27,30,73,59
CJ,1201,23,31,32,89,23,17,22,42,70,52
CJ,1185,15,19,41,69,53,17,20,39,78,49
CJ,1360,12,27,41,68,43,9,30,43,74,45
CJ,1287,23,21,48,116,59,17,18,42,102,53
CJ,1468,53,63,78,133,42,52,70,90,130,43
CJ,1035,28,28,37,103,32,18,40,47,118,33
CJ,1525,28,32,38,136,50,18,17,39,138,63
CJ,1595,41,46,71,162,80,35,61,92,184,87
CJ,1414,28,45,45,129,58,24,48,49,137,58
CJ,1376,20,36,53,131,47,32,35,84,163,57
CJ,348,4,14,4,20,10,5,12,6,21,3
CJ,256,3,6,5,22,17,5,4,5,19,19
CJ,1070,12,23,20,79,43,9,15,33,62,29
CJ,1178,20,28,44,103,56,14,23,41,107,58
CJ,1376,22,48,52,145,35,12,48,43,111,42
CJ,97,1,0,3,8,10,2,2,1,9,13
CJ,323,7,11,10,36,16,6,6,17,29,24
CJ,54,2,1,2,10,4,2,1,1,4,3
CJ,72,1,3,4,12,3,2,2,10,7,4
CJ,256,9,9,12,29,15,3,11,11,31,28
CJ,374,13,10,17,49,25,7,11,12,44,28
CJ,501,10,22,29,57,35,10,22,28,59,27
CJ,50,3,3,5,2,6,0,3,3,3,7
CJ,125,2,3,7,10,5,1,4,5,13,7
CJ,499,10,22,47,71,48,12,17,33,53,82
CJ,381,8,15,16,47,33,3,11,18,35,27
CJ,445,11,21,31,60,42,14,17,24,53,67
CJ,107,3,3,3,17,6,5,3,6,8,16
CJ,325,8,12,15,37,37,7,11,9,34,41
CJ,71,4,3,4,14,23,3,6,1,13,19
CJ,1854,40,100,102,153,57,31,103,110,137,72
CJ,1693,29,75,91,142,54,29,81,94,134,46
CJ,1824,43,68,105,160,54,34,80,107,180,61
CJ,1468,32,62,80,109,45,23,83,82,110,40
CJ,1950,43,81,94,202,89,44,82,108,158,85
CJ,1823,24,111,126,143,70,33,114,116,128,78
CJ,505,19,19,28,60,30,11,16,21,49,33
CJ,332,7,9,18,26,23,10,11,16,28,18
CJ,145,3,13,11,16,7,2,15,9,11,3
CJ,434,11,19,26,47,36,7,11,22,42,33
CJ,228,4,9,4,35,15,8,11,7,25,19
CJ,294,8,13,22,32,23,6,18,18,22,18
CJ,200,2,3,12,27,15,6,9,11,22,13
CJ,1771,16,96,133,83,11,21,136,115,76,14
CJ,1723,29,95,116,150,65,24,99,102,147,67
CJ,1713,35,73,109,177,44,24,87,103,177,55
CJ,1123,33,32,40,100,52,23,30,58,107,66
CJ,481,9,17,25,63,29,8,17,23,38,29
CJ,1299,30,50,59,149,59,29,34,74,134,85
CJ,592,8,29,39,55,28,10,29,44,47,28
CJ,143,6,8,6,21,13,7,6,6,14,9
CJ,1149,30,50,62,101,62,25,42,56,115,77
CJ,838,26,40,54,118,51,16,28,39,98,91
CJ,340,15,15,19,41,31,10,14,23,36,31
CJ,268,4,10,16,36,27,4,10,11,28,23
CJ,76,1,4,3,16,7,3,2,4,12,7
CJ,54,1,3,6,7,7,1,3,5,7,5
CJ,113,4,5,4,18,6,2,3,9,15,4
CJ,500,14,20,47,77,35,10,26,19,66,57
CJ,115,4,8,6,17,12,0,2,6,11,20
CJ,47,1,2,4,7,5,2,2,3,7,2
CJ,45,1,2,6,7,3,3,2,5,6,4
CJ,109,1,14,11,15,13,1,5,1,17,15
CJ,284,10,13,22,58,23,12,13,17,35,39
CJ,127,4,2,3,21,6,3,3,5,10,11
CJ,296,10,13,20,48,40,10,8,13,39,50
CJ,184,4,10,8,23,16,2,5,8,13,29
CJ,109,3,2,5,17,10,2,3,3,17,12
CJ,25,0,1,2,3,7,2,2,1,8,9
CJ,188,4,5,16,19,26,3,10,11,18,40
CJ,113,1,5,4,18,10,2,5,6,8,21
CJ,82,4,1,5,9,2,3,1,4,11,5
CJ,1610,54,108,83,189,61,64,84,87,155,90
CJ,846,20,38,41,87,54,15,28,35,78,67
CJ,1254,36,46,72,143,77,29,38,59,138,93
CJ,90,2,8,5,12,13,4,4,4,6,12
CJ,37,1,3,3,5,10,0,1,2,1,6
CJ,872,31,32,41,130,77,16,28,45,95,123
CJ,106,2,5,12,10,10,1,4,10,10,16
CJ,132,2,7,8,15,6,4,7,3,19,7
CJ,1000,30,37,39,118,81,32,19,49,82,107
CJ,598,17,27,41,79,55,18,23,24,71,44
CJ,211,3,8,10,19,23,3,13,4,21,23
CJ,477,17,16,40,68,24,8,32,26,64,21
CJ,714,13,25,30,73,69,13,16,33,52,73
CJ,787,18,21,33,96,56,14,19,29,90,60
CJ,935,22,28,34,100,48,30,30,24,97,63
CJ,318,6,23,17,33,27,3,12,15,35,30
CJ,723,14,35,21,71,40,15,19,30,55,55
CJ,212,10,5,14,24,21,5,5,14,27,20
CJ,315,11,17,17,45,22,13,6,15,36,29
CJ,262,5,9,9,32,11,4,6,11,26,17
CJ,106,3,0,8,21,10,7,2,6,12,21
CJ,345,14,16,26,52,19,8,10,22,44,35
CJ,1211,59,73,78,126,64,52,55,54,118,96
CJ,363,7,14,22,38,32,8,14,25,21,38
CJ,468,14,23,29,57,32,18,18,20,47,46
CJ,692,21,26,32,77,42,12,23,33,81,51
CJ,577,8,13,19,68,39,15,8,24,43,41
CJ,391,10,26,25,78,45,13,18,21,64,57
CJ,300,14,13,13,44,19,9,7,16,40,30
CJ,226,5,11,18,32,14,5,10,7,28,26
CJ,377,4,9,17,54,57,5,6,7,38,48
CJ,1203,34,63,64,149,57,36,61,56,133,75
CJ,358,11,9,15,51,25,7,9,16,33,21
CJ,875,31,43,48,92,40,34,41,50,82,43
CJ,254,11,6,20,31,12,11,13,17,17,13
CJ,178,0,5,4,18,14,3,6,5,16,14
CJ,119,4,8,7,18,6,7,8,6,12,8
